GeneID:388611	CD164 molecule like 2
GeneID:84948	tigger transposable element derived 5
GeneID:23513	scribble planar cell polarity protein
GeneID:9694	ER membrane protein complex subunit 2
GeneID:1508	cathepsin B
GeneID:4325	matrix metallopeptidase 16
GeneID:84197	protein O-mannose kinase
GeneID:389610	XK related 5
GeneID:11244	zinc fingers and homeoboxes 1
GeneID:5368	prepronociceptin
GeneID:26873	5-oxoprolinase, ATP-hydrolysing
GeneID:80124	valosin containing protein interacting protein 1
GeneID:5375	peripheral myelin protein 2
GeneID:23039	exportin 7
GeneID:2053	epoxide hydrolase 2
GeneID:91147	transmembrane protein 67
GeneID:83482	scratch family transcriptional repressor 1
GeneID:79139	derlin 1
GeneID:3620	indoleamine 2,3-dioxygenase 1
GeneID:55353	lysosomal protein transmembrane 4 beta
GeneID:7486	WRN RecQ like helicase
GeneID:8767	receptor interacting serine/threonine kinase 2
GeneID:28998	mitochondrial ribosomal protein L13
GeneID:23639	leucine rich repeat containing 6
GeneID:2138	EYA transcriptional coactivator and phosphatase 1
GeneID:54108	chromatin accessibility complex subunit 1
GeneID:55140	elongator acetyltransferase complex subunit 3
GeneID:55909	bridging integrator 3
GeneID:93035	PKHD1 like 1
GeneID:10863	ADAM metallopeptidase domain 28
GeneID:56943	ENY2 transcription and export complex 2 subunit
GeneID:55156	armadillo repeat containing 1
GeneID:23167	EFR3 homolog A
GeneID:2961	general transcription factor IIE subunit 2
GeneID:338328	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1
GeneID:51366	ubiquitin protein ligase E3 component n-recognin 5
GeneID:93100	nicotinate phosphoribosyltransferase
GeneID:23471	translocation associated membrane protein 1
GeneID:286128	ZFP41 zinc finger protein
GeneID:286133	scavenger receptor class A member 5
GeneID:54968	transmembrane protein 70
GeneID:94137	RP1 like 1
GeneID:10687	PNMA family member 2
GeneID:54984	PIN2 (TERF1) interacting telomerase inhibitor 1
GeneID:51669	store-operated calcium entry associated regulatory factor
GeneID:64478	CUB and Sushi multiple domains 1
GeneID:85479	DnaJ heat shock protein family (Hsp40) member C5 beta
GeneID:83690	cysteine rich secretory protein LCCL domain containing 1
GeneID:65263	pyrroline-5-carboxylate reductase 3
GeneID:55284	ubiquitin conjugating enzyme E2 W
GeneID:8694	diacylglycerol O-acyltransferase 1
GeneID:253943	YTH N6-methyladenosine RNA binding protein 3
GeneID:767	carbonic anhydrase 8
GeneID:25879	DDB1 and CUL4 associated factor 13
GeneID:1846	dual specificity phosphatase 4
GeneID:138046	RALY RNA binding protein like
GeneID:203102	ADAM metallopeptidase domain 32
GeneID:79792	gasdermin D
GeneID:29883	CCR4-NOT transcription complex subunit 7
GeneID:5591	protein kinase, DNA-activated, catalytic subunit
GeneID:64760	family with sequence similarity 160 member B2
GeneID:7419	voltage dependent anion channel 3
GeneID:9	N-acetyltransferase 1
GeneID:80005	dedicator of cytokinesis 5
GeneID:11160	ER lipid raft associated 2
GeneID:96764	trimethylguanosine synthase 1
GeneID:25960	adhesion G protein-coupled receptor A2
GeneID:5125	proprotein convertase subtilisin/kexin type 5
GeneID:347168	olfactory receptor family 1 subfamily J member 1
GeneID:138799	olfactory receptor family 13 subfamily C member 5
GeneID:138802	olfactory receptor family 13 subfamily C member 8
GeneID:138804	olfactory receptor family 13 subfamily C member 4
GeneID:138805	olfactory receptor family 13 subfamily F member 1
GeneID:442425	forkhead box B2
GeneID:389730	SPATA31 subfamily A member 6
GeneID:26219	olfactory receptor family 1 subfamily J member 4
GeneID:653427	forkhead box D4 like 5
GeneID:138883	olfactory receptor family 1 subfamily N member 1
GeneID:286362	olfactory receptor family 13 subfamily C member 9
GeneID:158131	olfactory receptor family 1 subfamily Q member 1
GeneID:392376	olfactory receptor family 13 subfamily C member 2
GeneID:392392	olfactory receptor family 1 subfamily K member 1
GeneID:254973	olfactory receptor family 1 subfamily L member 4
GeneID:138240	chromosome 9 open reading frame 57
GeneID:23299	BICD cargo adaptor 2
GeneID:2315	melan-A
GeneID:23307	FKBP prolyl isomerase 15
GeneID:646962	histidine rich carboxyl terminus 1
GeneID:10807	endosome associated trafficking regulator 1
GeneID:54840	aprataxin
GeneID:3641	insulin like 4
GeneID:55357	TBC1 domain family member 2
GeneID:169792	GLIS family zinc finger 3
GeneID:56656	olfactory receptor family 2 subfamily S member 2 (gene/pseudogene)
GeneID:11092	sperm acrosome associated 9
GeneID:254295	phytanoyl-CoA dioxygenase domain containing 1
GeneID:142680	solute carrier family 34 member 3
GeneID:26206	sperm associated antigen 8
GeneID:54886	phospholipid phosphatase related 1
GeneID:3444	interferon alpha 7
GeneID:3446	interferon alpha 10
GeneID:3451	interferon alpha 17
GeneID:3452	interferon alpha 21
GeneID:138882	olfactory receptor family 1 subfamily N member 2
GeneID:100505478	testis expressed 48
GeneID:286343	leucine rich adaptor protein 1 like
GeneID:347273	caveolae associated protein 4
GeneID:401548	sorting nexin family member 30
GeneID:138639	protein tyrosine phosphatase domain containing 1
GeneID:94107	transmembrane protein 203
GeneID:266655	BRD3 opposite strand
GeneID:9380	glyoxylate and hydroxypyruvate reductase
GeneID:22949	prostaglandin reductase 1
GeneID:4781	nuclear factor I B
GeneID:100129969	family with sequence similarity 205 member C
GeneID:138162	chromosome 9 open reading frame 116
GeneID:389812	lipocalin 15
GeneID:138429	phosphatidylinositol-4-phosphate 5-kinase like 1
GeneID:375743	protein prenyltransferase alpha subunit repeat containing 1
GeneID:25792	CDKN1A interacting zinc finger protein 1
GeneID:402381	spermatogenesis and oogenesis specific basic helix-loop-helix 1
GeneID:1757	sarcosine dehydrogenase
GeneID:3293	hydroxysteroid 17-beta dehydrogenase 3
GeneID:54754	NUT family member 2F
GeneID:2021	endonuclease G
GeneID:105376230	testis expressed 53
GeneID:138474	TATA-box binding protein associated factor 1 like
GeneID:8939	far upstream element binding protein 3
GeneID:259308	family with sequence similarity 205 member A
GeneID:7410	vav guanine nucleotide exchange factor 2
GeneID:730098	uncharacterized LOC730098
GeneID:195827	peroxiredoxin like 2C
GeneID:255220	thioredoxin domain containing 8
GeneID:89846	FYVE, RhoGEF and PH domain containing 3
GeneID:203259	family with sequence similarity 219 member A
GeneID:768	carbonic anhydrase 9
GeneID:730112	family with sequence similarity 166 member B
GeneID:29952	dipeptidyl peptidase 7
GeneID:116225	zinc finger MYND-type containing 19
GeneID:340485	alkaline ceramidase 2
GeneID:79109	MAPK associated protein 1
GeneID:54534	mitochondrial ribosomal protein L50
GeneID:158471	prune homolog 2 with BCH domain
GeneID:23048	formin binding protein 1
GeneID:90120	transmembrane protein 250
GeneID:360203	glycosyltransferase 6 domain containing 1
GeneID:347148	pyroglutamylated RFamide peptide
GeneID:54542	ring finger and CCCH-type domains 2
GeneID:138255	chromosome 9 open reading frame 135
GeneID:26130	GTPase activating protein and VPS9 domains 1
GeneID:23071	endoplasmic reticulum protein 44
GeneID:55071	chromosome 9 open reading frame 40
GeneID:26147	PHD finger protein 19
GeneID:548645	DnaJ heat shock protein family (Hsp40) member C25
GeneID:1318	solute carrier family 31 member 2
GeneID:11046	solute carrier family 35 member D2
GeneID:158248	tetratricopeptide repeat domain 16
GeneID:27433	torsin family 2 member A
GeneID:301	annexin A1
GeneID:10541	acidic nuclear phosphoprotein 32 family member B
GeneID:51759	chromosome 9 open reading frame 78
GeneID:48	aconitase 1
GeneID:399665	family with sequence similarity 102 member A
GeneID:286257	PAXX non-homologous end joining factor
GeneID:6194	ribosomal protein S6
GeneID:54836	B-box and SPRY domain containing
GeneID:286262	taperin
GeneID:54586	equatorin
GeneID:2619	growth arrest specific 1
GeneID:10044	SH2 domain containing 3C
GeneID:22844	FERM and PDZ domain containing 1
GeneID:6461	SH2 domain containing adaptor protein B
GeneID:9022	chloride intracellular channel 3
GeneID:55363	hemogen
GeneID:1861	torsin family 1 member A
GeneID:84302	post-GPI attachment to proteins GalNAc transferase 4
GeneID:25934	nipsnap homolog 3A
GeneID:54863	torsin family 4 member A
GeneID:7763	zinc finger AN1-type containing 5
GeneID:1620	BMP/retinoic acid inducible neural specific 1
GeneID:79956	endoplasmic reticulum metallopeptidase 1
GeneID:401498	transmembrane protein 215
GeneID:4702	NADH:ubiquinone oxidoreductase subunit A8
GeneID:10592	structural maintenance of chromosomes 2
GeneID:401505	translocase of outer mitochondrial membrane 5
GeneID:9827	RGP1 homolog, RAB6A GEF complex partner 1
GeneID:7016	testis associated actin remodelling kinase 1
GeneID:158056	MAM domain containing 4
GeneID:27240	signaling threshold regulating transmembrane adaptor 1
GeneID:57704	glucosylceramidase beta 2
GeneID:364	aquaporin 7
GeneID:158062	lipocalin 6
GeneID:3439	interferon alpha 1
GeneID:55151	transmembrane protein 38B
GeneID:881	calicin
GeneID:26737	olfactory receptor family 1 subfamily L member 1
GeneID:26995	TruB pseudouridine synthase family member 2
GeneID:158067	adenylate kinase 8
GeneID:347252	insulin like growth factor binding protein like 1
GeneID:23670	cell migration inducing hyaluronidase 2
GeneID:3448	interferon alpha 14
GeneID:3449	interferon alpha 16
GeneID:414332	lipocalin 10
GeneID:58493	INTS3 and NABP interacting protein
GeneID:692094	microseminoprotein, prostate associated
GeneID:2176	FA complementation group C
GeneID:23424	tudor domain containing 7
GeneID:6019	relaxin 2
GeneID:389763	SPATA31 subfamily D member 1
GeneID:401541	centromere protein P
GeneID:9350	cerberus 1, DAN family BMP antagonist
GeneID:441478	NOTCH regulated ankyrin repeat protein
GeneID:7306	tyrosinase related protein 1
GeneID:1164	CDC28 protein kinase regulatory subunit 2
GeneID:83856	fibronectin type III and SPRY domain containing 1 like
GeneID:158358	KIAA2026
GeneID:375704	energy homeostasis associated
GeneID:642968	family with sequence similarity 163 member B
GeneID:27290	serine peptidase inhibitor, Kazal type 4
GeneID:64922	leucine rich repeat containing 19
GeneID:26267	F-box protein 10
GeneID:23452	angiopoietin like 2
GeneID:401565	family with sequence similarity 166 member A
GeneID:9373	phospholipase A2 activating protein
GeneID:389792	immediate early response 5 like
GeneID:84641	major facilitator superfamily domain containing 14B
GeneID:1955	multiple EGF like domains 9
GeneID:23203	peptidase, mitochondrial processing alpha subunit
GeneID:11172	insulin like 6
GeneID:84904	Rho guanine nucleotide exchange factor 39
GeneID:158376	small regulatory polypeptide of amino acid response
GeneID:728489	DNL-type zinc finger
GeneID:2220	ficolin 2
GeneID:4783	nuclear factor, interleukin 3 regulated
GeneID:10927	spindlin 1
GeneID:9649	Ral GEF with PH domain and SH3 binding motif 1
GeneID:10422	UBA domain containing 1
GeneID:954	ectonucleoside triphosphate diphosphohydrolase 2
GeneID:138428	peptidyl-tRNA hydrolase 1 homolog
GeneID:8636	SS nuclear autoantigen 1
GeneID:7357	UDP-glucose ceramide glucosyltransferase
GeneID:23230	vacuolar protein sorting 13 homolog A
GeneID:55234	SMU1 DNA replication regulator and spliceosomal factor
GeneID:389827	myomaker, myoblast fusion factor
GeneID:9925	zinc finger and BTB domain containing 5
GeneID:54981	nicotinamide riboside kinase 1
GeneID:59335	PR/SET domain 12
GeneID:10952	SEC61 translocon beta subunit
GeneID:84681	histidine triad nucleotide binding protein 2
GeneID:971	CD72 molecule
GeneID:63951	DMRT like family A1
GeneID:64975	mitochondrial ribosomal protein L41
GeneID:7633	zinc finger protein 79
GeneID:81873	actin related protein 2/3 complex subunit 5 like
GeneID:27348	torsin family 1 member B
GeneID:727	complement C5
GeneID:5079	paired box 5
GeneID:138199	carnosine N-methyltransferase 1
GeneID:23511	nucleoporin 188
GeneID:6363	C-C motif chemokine ligand 19
GeneID:116443	glutamate ionotropic receptor NMDA type subunit 3A
GeneID:138716	ribonuclease P/MRP subunit p25 like
GeneID:733	complement C8 gamma chain
GeneID:158431	zinc finger protein 782
GeneID:375775	patatin like phospholipase domain containing 7
GeneID:1761	doublesex and mab-3 related transcription factor 1
GeneID:115426	ubiquitin like with PHD and ring finger domains 2
GeneID:26086	G protein signaling modulator 1
GeneID:55014	syntaxin 17
GeneID:6887	TAL bHLH transcription factor 2
GeneID:91373	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
GeneID:57582	potassium sodium-activated channel subfamily T member 1
GeneID:6130	ribosomal protein L7a
GeneID:8434	reversion inducing cysteine rich protein with kazal motifs
GeneID:1271	ciliary neurotrophic factor receptor
GeneID:90871	distal membrane arm assembly complex 1
GeneID:30968	stomatin like 2
GeneID:203260	coiled-coil domain containing 107
GeneID:89853	multivesicular body subunit 12B
GeneID:286207	cilia and flagella associated protein 157
GeneID:2304	forkhead box E1
GeneID:1025	cyclin dependent kinase 9
GeneID:259	alpha-1-microglobulin/bikunin precursor
GeneID:10244	Rab9 effector protein with kelch motifs
GeneID:25861	whirlin
GeneID:774	calcium voltage-gated channel subunit alpha1 B
GeneID:1030	cyclin dependent kinase inhibitor 2B
GeneID:57864	solute carrier family 46 member 2
GeneID:5900	ral guanine nucleotide dissociation stimulator
GeneID:79886	caspase activity and apoptosis inhibitor 1
GeneID:29968	phosphoserine aminotransferase 1
GeneID:8721	endothelial differentiation related factor 1
GeneID:7186	TNF receptor associated factor 2
GeneID:19	ATP binding cassette subfamily A member 1
GeneID:57109	REX4 homolog, 3'-5' exonuclease
GeneID:85014	transmembrane protein 141
GeneID:8727	catenin alpha like 1
GeneID:81689	iron-sulfur cluster assembly 1
GeneID:158234	tRNA methyltransferase 10B
GeneID:55582	kinesin family member 27
GeneID:83744	zinc finger protein 484
GeneID:23586	DExD/H-box helicase 58
GeneID:51490	SPOUT domain containing methyltransferase 1
GeneID:1317	solute carrier family 31 member 1
GeneID:55335	nipsnap homolog 3B
GeneID:7464	coronin 2A
GeneID:10280	sigma non-opioid intracellular receptor 1
GeneID:55848	plasminogen receptor with a C-terminal lysine
GeneID:92714	arrestin domain containing 1
GeneID:51754	transmembrane protein 8B
GeneID:3371	tenascin C
GeneID:114987	WD repeat domain 31
GeneID:286256	lipocalin 12
GeneID:169522	potassium voltage-gated channel modifier subfamily V member 2
GeneID:85301	collagen type XXVII alpha 1 chain
GeneID:79670	terminal uridylyl transferase 7
GeneID:4920	receptor tyrosine kinase like orphan receptor 2
GeneID:10555	1-acylglycerol-3-phosphate O-acyltransferase 2
GeneID:23099	zinc finger and BTB domain containing 43
GeneID:22845	dolichol kinase
GeneID:10558	serine palmitoyltransferase long chain base subunit 1
GeneID:5695	proteasome 20S subunit beta 7
GeneID:320	amyloid beta precursor protein binding family A member 1
GeneID:203328	sushi domain containing 3
GeneID:51010	exosome component 3
GeneID:138311	divergent protein kinase domain 1B
GeneID:26953	RAN binding protein 6
GeneID:1612	death associated protein kinase 1
GeneID:8013	nuclear receptor subfamily 4 group A member 3
GeneID:9550	ATPase H+ transporting V1 subunit G1
GeneID:84814	phospholipid phosphatase 7 (inactive)
GeneID:26190	F-box and WD repeat domain containing 2
GeneID:56654	neural proliferation, differentiation and control 1
GeneID:5711	proteasome 26S subunit, non-ATPase 5
GeneID:10319	laminin subunit gamma 3
GeneID:51280	golgi membrane protein 1
GeneID:8019	bromodomain containing 3
GeneID:57684	zinc finger and BTB domain containing 26
GeneID:1621	dopamine beta-hydroxylase
GeneID:8021	nucleoporin 214
GeneID:8789	fructose-bisphosphatase 2
GeneID:23637	RAB GTPase activating protein 1
GeneID:158293	family with sequence similarity 120A opposite strand
GeneID:2902	glutamate ionotropic receptor NMDA type subunit 1
GeneID:83543	allograft inflammatory factor 1 like
GeneID:64855	niban apoptosis regulator 2
GeneID:2649	nuclear receptor subfamily 6 group A member 1
GeneID:158297	stabilizer of axonemal microtubules 1
GeneID:54875	centlein
GeneID:51552	RAB14, member RAS oncogene family
GeneID:23137	structural maintenance of chromosomes 5
GeneID:54881	testis expressed 10
GeneID:10850	C-C motif chemokine ligand 27
GeneID:7270	transcription termination factor 1
GeneID:9830	tripartite motif containing 14
GeneID:89958	suppressor APC domain containing 2
GeneID:9833	maternal embryonic leucine zipper kinase
GeneID:8555	cell division cycle 14B
GeneID:5742	prostaglandin-endoperoxide synthase 1
